song,artist,album_release_date,release_year,release_decade,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,hot,cluster
You're a Superstar,Love Inc.,2015-09-04,2015,10,0F7HW6u4LdXDxuCJynN9bF,0.727,0.783,1,-9.971,1,0.0325,0.371,0.0166,0.11,0.649,135.022,audio_features,spotify:track:0F7HW6u4LdXDxuCJynN9bF,https://api.spotify.com/v1/tracks/0F7HW6u4LdXDxuCJynN9bF,https://api.spotify.com/v1/audio-analysis/0F7HW6u4LdXDxuCJynN9bF,210613,4,No,5
If You Could Read My Mind,"Ultra Naté, Amber, Jocelyn Enriquez",1998-07-16,1998,90,57ct8jKi6trntXiRV0NnXi,0.612,0.24,9,-12.821,1,0.033,0.745,7.86e-05,0.115,0.223,122.565,audio_features,spotify:track:57ct8jKi6trntXiRV0NnXi,https://api.spotify.com/v1/tracks/57ct8jKi6trntXiRV0NnXi,https://api.spotify.com/v1/audio-analysis/57ct8jKi6trntXiRV0NnXi,228840,4,No,0
Absolutely Not (Chanel Club Mix),Deborah Cox,2002-09-02,2002,00,2Qo9jlq1X3luf3ueow7ZGR,0.738,0.908,1,-4.899,0,0.0425,0.0129,5.8e-05,0.153,0.762,130.012,audio_features,spotify:track:2Qo9jlq1X3luf3ueow7ZGR,https://api.spotify.com/v1/tracks/2Qo9jlq1X3luf3ueow7ZGR,https://api.spotify.com/v1/audio-analysis/2Qo9jlq1X3luf3ueow7ZGR,246400,4,No,5
Girlfriend,Avril Lavigne,2007-04-17,2007,00,45hOioMDJktr86iKDHC8gr,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,audio_features,spotify:track:45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/tracks/45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/audio-analysis/45hOioMDJktr86iKDHC8gr,216600,4,No,3
I Drove All Night,Céline Dion,2003-03-25,2003,00,3zN4OLeBAN7LwAr442bB8E,0.566,0.912,11,-4.198,1,0.0629,0.00051,0.0,0.215,0.644,134.994,audio_features,spotify:track:3zN4OLeBAN7LwAr442bB8E,https://api.spotify.com/v1/tracks/3zN4OLeBAN7LwAr442bB8E,https://api.spotify.com/v1/audio-analysis/3zN4OLeBAN7LwAr442bB8E,240600,4,No,5
Scars to Your Beautiful,Alessia Cara,2015-11-13,2015,10,0wI7QkCcs8FUQE1OkXUIqd,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,audio_features,spotify:track:0wI7QkCcs8FUQE1OkXUIqd,https://api.spotify.com/v1/tracks/0wI7QkCcs8FUQE1OkXUIqd,https://api.spotify.com/v1/audio-analysis/0wI7QkCcs8FUQE1OkXUIqd,230240,4,No,9
Hello,Allie X,2015-12-04,2015,10,5jYkyOIoEeWZobedmHM50N,0.647,0.594,10,-6.708,0,0.0516,0.00457,6.07e-06,0.0539,0.77,73.992,audio_features,spotify:track:5jYkyOIoEeWZobedmHM50N,https://api.spotify.com/v1/tracks/5jYkyOIoEeWZobedmHM50N,https://api.spotify.com/v1/audio-analysis/5jYkyOIoEeWZobedmHM50N,238880,4,No,5
You Oughta Know,Alanis Morissette,1995,1995,90,3jS7bB0oXVOwGFZn3aE5NV,0.665,0.834,4,-7.737,1,0.0576,0.21,0.0,0.452,0.411,105.292,audio_features,spotify:track:3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/tracks/3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/audio-analysis/3jS7bB0oXVOwGFZn3aE5NV,249493,4,No,10
Closer,Tegan and Sara,2013,2013,10,4dTVgHZFPlaq9nPbLVVLSG,0.588,0.751,0,-7.588,1,0.0328,0.00174,6.57e-05,0.353,0.52,136.979,audio_features,spotify:track:4dTVgHZFPlaq9nPbLVVLSG,https://api.spotify.com/v1/tracks/4dTVgHZFPlaq9nPbLVVLSG,https://api.spotify.com/v1/audio-analysis/4dTVgHZFPlaq9nPbLVVLSG,209280,4,No,9
Maneater,Nelly Furtado,2006-01-01,2006,00,6dHxHbwCy5nBfQAXHwiZAl,0.541,0.515,2,-8.599,1,0.057,0.0286,0.000118,0.0863,0.0949,127.816,audio_features,spotify:track:6dHxHbwCy5nBfQAXHwiZAl,https://api.spotify.com/v1/tracks/6dHxHbwCy5nBfQAXHwiZAl,https://api.spotify.com/v1/audio-analysis/6dHxHbwCy5nBfQAXHwiZAl,143755,4,No,9
It's All Coming Back to Me Now,Céline Dion,1996-02-28,1996,90,5EQzuYfTZt7B2LqlvTF49l,0.384,0.438,0,-9.149,1,0.0362,0.753,0.0,0.101,0.287,87.903,audio_features,spotify:track:5EQzuYfTZt7B2LqlvTF49l,https://api.spotify.com/v1/tracks/5EQzuYfTZt7B2LqlvTF49l,https://api.spotify.com/v1/audio-analysis/5EQzuYfTZt7B2LqlvTF49l,456867,4,No,0
Ghost,Fefe Dobson,2010-01-01,2010,10,0QRcOtv4LE9C2QTfbbkL1e,0.531,0.699,11,-5.681,0,0.0341,0.012,3.05e-06,0.157,0.473,160.109,audio_features,spotify:track:0QRcOtv4LE9C2QTfbbkL1e,https://api.spotify.com/v1/tracks/0QRcOtv4LE9C2QTfbbkL1e,https://api.spotify.com/v1/audio-analysis/0QRcOtv4LE9C2QTfbbkL1e,251960,4,No,3
Happiness,KAPRI,2021-10-10,2021,20,0XHRg1fJGPNgMLPsvolLj1,0.65,0.454,8,-7.85,1,0.0287,0.365,0.0,0.297,0.327,97.996,audio_features,spotify:track:0XHRg1fJGPNgMLPsvolLj1,https://api.spotify.com/v1/tracks/0XHRg1fJGPNgMLPsvolLj1,https://api.spotify.com/v1/audio-analysis/0XHRg1fJGPNgMLPsvolLj1,222966,4,No,6
I Love Myself Today,Bif Naked,2001,2001,00,0VcZkHNk3UvjGKyZsNWYJn,0.547,0.931,6,-3.33,0,0.0746,0.00507,0.0,0.288,0.683,119.889,audio_features,spotify:track:0VcZkHNk3UvjGKyZsNWYJn,https://api.spotify.com/v1/tracks/0VcZkHNk3UvjGKyZsNWYJn,https://api.spotify.com/v1/audio-analysis/0VcZkHNk3UvjGKyZsNWYJn,208427,4,No,1
Heaven,"DJ Sammy, Yanou ft. Do",2013-05-10,2013,10,72SpPFrMYCXLB3Fbw9tEgf,0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.226,0.601,137.965,audio_features,spotify:track:72SpPFrMYCXLB3Fbw9tEgf,https://api.spotify.com/v1/tracks/72SpPFrMYCXLB3Fbw9tEgf,https://api.spotify.com/v1/audio-analysis/72SpPFrMYCXLB3Fbw9tEgf,233600,4,No,3
Get Down,B4-4,2000,2000,00,4cqd08JvEbKrrFE3kOthKv,0.813,0.386,10,-8.455,0,0.0553,0.0543,0.746,0.115,0.479,101.994,audio_features,spotify:track:4cqd08JvEbKrrFE3kOthKv,https://api.spotify.com/v1/tracks/4cqd08JvEbKrrFE3kOthKv,https://api.spotify.com/v1/audio-analysis/4cqd08JvEbKrrFE3kOthKv,200711,4,No,8
Everybody Say Love,Mitsou,1993-01-01,1993,90,61VLwYAED5VHTvl76MmPHu,0.662,0.881,11,-5.944,1,0.0393,1.64e-05,1.14e-06,0.64,0.667,119.916,audio_features,spotify:track:61VLwYAED5VHTvl76MmPHu,https://api.spotify.com/v1/tracks/61VLwYAED5VHTvl76MmPHu,https://api.spotify.com/v1/audio-analysis/61VLwYAED5VHTvl76MmPHu,210240,4,No,10
"Why Tell Me, Why",Anita Meyer,2013-02-15,2013,10,1bYgVuthr7VOXDpH6fGfcm,0.642,0.675,1,-8.476,0,0.0483,0.0524,0.0,0.0918,0.416,112.334,audio_features,spotify:track:1bYgVuthr7VOXDpH6fGfcm,https://api.spotify.com/v1/tracks/1bYgVuthr7VOXDpH6fGfcm,https://api.spotify.com/v1/audio-analysis/1bYgVuthr7VOXDpH6fGfcm,211827,4,No,9
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987-06-02,1987,80,2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293,4,No,4
Girl,Anouk,2004-10-25,2004,00,2WtRXmHGWV5o90u1GzmtSw,0.511,0.907,6,-6.639,1,0.036,0.00755,0.000211,0.169,0.46,98.028,audio_features,spotify:track:2WtRXmHGWV5o90u1GzmtSw,https://api.spotify.com/v1/tracks/2WtRXmHGWV5o90u1GzmtSw,https://api.spotify.com/v1/audio-analysis/2WtRXmHGWV5o90u1GzmtSw,205760,4,No,9
9 to 5,Dolly Parton,1980,1980,80,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,audio_features,spotify:track:4w3tQBXhn5345eUXDGBWZG,https://api.spotify.com/v1/tracks/4w3tQBXhn5345eUXDGBWZG,https://api.spotify.com/v1/audio-analysis/4w3tQBXhn5345eUXDGBWZG,162467,4,No,10
Physical,Dua Lipa,2022-07-08,2022,20,3AzjcOeAmA57TIOr9zF1ZW,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,audio_features,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,https://api.spotify.com/v1/tracks/3AzjcOeAmA57TIOr9zF1ZW,https://api.spotify.com/v1/audio-analysis/3AzjcOeAmA57TIOr9zF1ZW,193829,4,No,3
Free Your Mind,En Vogue,1992-03-24,1992,90,2vG1yrWSMiL6egg6w4e9ma,0.765,0.831,7,-6.522,1,0.0565,0.0894,0.0,0.393,0.809,100.026,audio_features,spotify:track:2vG1yrWSMiL6egg6w4e9ma,https://api.spotify.com/v1/tracks/2vG1yrWSMiL6egg6w4e9ma,https://api.spotify.com/v1/audio-analysis/2vG1yrWSMiL6egg6w4e9ma,293106,4,No,10
Don't Stop Me Now,Queen,1978-11-10,1978,70,7hQJA50XrCWABAu5v6QZ4i,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,audio_features,spotify:track:7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/tracks/7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/audio-analysis/7hQJA50XrCWABAu5v6QZ4i,209413,4,No,1
This is My Life,Shirley Bassey,1988-05-23,1988,80,7nNpgxKfC0GmUw7jCJLpon,0.421,0.699,1,-11.456,1,0.0497,0.157,0.00122,0.0998,0.639,126.002,audio_features,spotify:track:7nNpgxKfC0GmUw7jCJLpon,https://api.spotify.com/v1/tracks/7nNpgxKfC0GmUw7jCJLpon,https://api.spotify.com/v1/audio-analysis/7nNpgxKfC0GmUw7jCJLpon,295000,4,No,4
Tragedy,Bee Gees,1979-02-05,1979,70,6UXXeFqMBGiqjkzQzkMT3E,0.665,0.532,2,-10.793,1,0.0277,0.0889,0.0109,0.296,0.81,117.955,audio_features,spotify:track:6UXXeFqMBGiqjkzQzkMT3E,https://api.spotify.com/v1/tracks/6UXXeFqMBGiqjkzQzkMT3E,https://api.spotify.com/v1/audio-analysis/6UXXeFqMBGiqjkzQzkMT3E,303333,4,No,4
I'm That Bitch,RuPaul,2020-02-29,2020,20,39uEuUEWsAZtozSQRPlf62,0.813,0.636,7,-6.173,0,0.21,0.328,0.0,0.129,0.723,140.948,audio_features,spotify:track:39uEuUEWsAZtozSQRPlf62,https://api.spotify.com/v1/tracks/39uEuUEWsAZtozSQRPlf62,https://api.spotify.com/v1/audio-analysis/39uEuUEWsAZtozSQRPlf62,152043,4,No,2
Shake Your Groove Thing,Peaches & Herb,1978-01-01,1978,70,5o89Bf80t8ko3uNXJkYoVs,0.863,0.726,9,-6.649,1,0.0494,0.415,0.0299,0.0735,0.93,132.574,audio_features,spotify:track:5o89Bf80t8ko3uNXJkYoVs,https://api.spotify.com/v1/tracks/5o89Bf80t8ko3uNXJkYoVs,https://api.spotify.com/v1/audio-analysis/5o89Bf80t8ko3uNXJkYoVs,346133,4,No,4
I Begin to Wonder,Dannii Minogue,2003-01-01,2003,00,5OKjyuulniceXswXHLYZqV,0.77,0.741,1,-9.252,0,0.0417,0.0234,7.2e-05,0.242,0.951,125.056,audio_features,spotify:track:5OKjyuulniceXswXHLYZqV,https://api.spotify.com/v1/tracks/5OKjyuulniceXswXHLYZqV,https://api.spotify.com/v1/audio-analysis/5OKjyuulniceXswXHLYZqV,220000,4,No,5
Absolutely Everybody,Vanessa Amorosi,2001-01-01,2001,00,1uMBrZjBfELQuCpw2p4q5G,0.672,0.956,1,-5.253,1,0.0827,0.283,0.0,0.192,0.85,122.994,audio_features,spotify:track:1uMBrZjBfELQuCpw2p4q5G,https://api.spotify.com/v1/tracks/1uMBrZjBfELQuCpw2p4q5G,https://api.spotify.com/v1/audio-analysis/1uMBrZjBfELQuCpw2p4q5G,222440,4,No,5
Better the Devil You Know,Kylie Minogue,1990-11-12,1990,90,3dpvfWZYPcPGz8vRZN2yUt,0.579,0.98,10,-4.937,0,0.051,0.0215,0.241,0.0255,0.606,120.029,audio_features,spotify:track:3dpvfWZYPcPGz8vRZN2yUt,https://api.spotify.com/v1/tracks/3dpvfWZYPcPGz8vRZN2yUt,https://api.spotify.com/v1/audio-analysis/3dpvfWZYPcPGz8vRZN2yUt,233680,4,No,10
Untouched,The Veronicas,2007-10-30,2007,00,0KlahhzNb98zyN83Vwae0l,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,audio_features,spotify:track:0KlahhzNb98zyN83Vwae0l,https://api.spotify.com/v1/tracks/0KlahhzNb98zyN83Vwae0l,https://api.spotify.com/v1/audio-analysis/0KlahhzNb98zyN83Vwae0l,255360,4,No,3
Physical,Olivia Newton-John,1981,1981,80,4sX1ehtL58WodjOP9bKZ18,0.742,0.791,0,-5.058,1,0.0961,0.219,1.56e-05,0.131,0.822,106.532,audio_features,spotify:track:4sX1ehtL58WodjOP9bKZ18,https://api.spotify.com/v1/tracks/4sX1ehtL58WodjOP9bKZ18,https://api.spotify.com/v1/audio-analysis/4sX1ehtL58WodjOP9bKZ18,170485,4,No,10
Sobreviviré,Mónica Naranjo,1994,1994,90,3xGon93gcCARQ4VgYgoirk,0.591,0.741,11,-7.039,1,0.033,0.0119,2.32e-05,0.144,0.416,132.082,audio_features,spotify:track:3xGon93gcCARQ4VgYgoirk,https://api.spotify.com/v1/tracks/3xGon93gcCARQ4VgYgoirk,https://api.spotify.com/v1/audio-analysis/3xGon93gcCARQ4VgYgoirk,297640,4,No,10
Veneno pa tu piel,La Veneno,1996-08-30,1996,90,0L200jJnjlpQPmK9x6fd7j,0.689,0.941,7,-7.181,0,0.0439,0.0246,0.0181,0.191,0.702,125.025,audio_features,spotify:track:0L200jJnjlpQPmK9x6fd7j,https://api.spotify.com/v1/tracks/0L200jJnjlpQPmK9x6fd7j,https://api.spotify.com/v1/audio-analysis/0L200jJnjlpQPmK9x6fd7j,238666,4,No,10
Mocatriz,Ojete Calor,2019-02-08,2019,10,4FpRhJ7lOtetHL1zwZSYuP,0.738,0.879,8,-4.984,0,0.0409,0.00177,0.000293,0.133,0.635,136.97,audio_features,spotify:track:4FpRhJ7lOtetHL1zwZSYuP,https://api.spotify.com/v1/tracks/4FpRhJ7lOtetHL1zwZSYuP,https://api.spotify.com/v1/audio-analysis/4FpRhJ7lOtetHL1zwZSYuP,237228,4,No,5
Pussy,Bad Gyal,2021-03-04,2021,20,3szqC0lxrJdhn3eW6FfFfo,0.836,0.8,5,-2.822,0,0.0638,0.0792,0.0,0.0822,0.543,97.054,audio_features,spotify:track:3szqC0lxrJdhn3eW6FfFfo,https://api.spotify.com/v1/tracks/3szqC0lxrJdhn3eW6FfFfo,https://api.spotify.com/v1/audio-analysis/3szqC0lxrJdhn3eW6FfFfo,120413,4,No,5
Espectacular,Fangoria,2017-02-17,2017,10,36JGdAr8Ode1yaAKn4fy3L,0.628,0.953,8,-4.857,1,0.0526,0.0543,0.000763,0.121,0.631,125.034,audio_features,spotify:track:36JGdAr8Ode1yaAKn4fy3L,https://api.spotify.com/v1/tracks/36JGdAr8Ode1yaAKn4fy3L,https://api.spotify.com/v1/audio-analysis/36JGdAr8Ode1yaAKn4fy3L,237310,4,No,5
Aute Cuture,Rosalía,2019-05-30,2019,10,7dQFpbs34ufIEU745DVclf,0.747,0.643,7,-6.991,1,0.178,0.0756,0.00894,0.355,0.538,99.981,audio_features,spotify:track:7dQFpbs34ufIEU745DVclf,https://api.spotify.com/v1/tracks/7dQFpbs34ufIEU745DVclf,https://api.spotify.com/v1/audio-analysis/7dQFpbs34ufIEU745DVclf,147626,4,No,2
Cuando tú vas,Chenoa,2020-11-20,2020,20,4dnulY0BYSEyoSTd6Op24y,0.7,0.837,11,-5.555,0,0.217,0.0844,0.0,0.628,0.665,136.035,audio_features,spotify:track:4dnulY0BYSEyoSTd6Op24y,https://api.spotify.com/v1/tracks/4dnulY0BYSEyoSTd6Op24y,https://api.spotify.com/v1/audio-analysis/4dnulY0BYSEyoSTd6Op24y,198133,4,No,1
La gata bajo la lluvia,Rocío Dúrcal,1983-03-05,1983,80,0incizGIFilFp6soKuyHvZ,0.499,0.652,7,-5.784,1,0.0341,0.73,0.0,0.643,0.484,88.321,audio_features,spotify:track:0incizGIFilFp6soKuyHvZ,https://api.spotify.com/v1/tracks/0incizGIFilFp6soKuyHvZ,https://api.spotify.com/v1/audio-analysis/0incizGIFilFp6soKuyHvZ,214893,4,No,0
Todos me miran,Gloria Trevi,2006-01-01,2006,00,4pmRDyDRRiZ5Pq7hm4WTpb,0.745,0.844,3,-6.709,0,0.0609,0.0216,0.0,0.0617,0.829,125.042,audio_features,spotify:track:4pmRDyDRRiZ5Pq7hm4WTpb,https://api.spotify.com/v1/tracks/4pmRDyDRRiZ5Pq7hm4WTpb,https://api.spotify.com/v1/audio-analysis/4pmRDyDRRiZ5Pq7hm4WTpb,204907,4,No,5
Ni tú ni nadie,Alaska y Dinarama,1984-05-29,1984,80,7LpS82vPDLgZAHWRtWBBRj,0.601,0.677,7,-10.564,1,0.0285,0.519,2.77e-06,0.153,0.677,137.813,audio_features,spotify:track:7LpS82vPDLgZAHWRtWBBRj,https://api.spotify.com/v1/tracks/7LpS82vPDLgZAHWRtWBBRj,https://api.spotify.com/v1/audio-analysis/7LpS82vPDLgZAHWRtWBBRj,217000,4,No,0
Yo quiero bailar,Sonia & Selena,2001-01-01,2001,00,7mY1dIaY9vY6Jrlrjg3dRn,0.836,0.842,5,-5.233,1,0.105,0.285,0.0,0.277,0.757,94.946,audio_features,spotify:track:7mY1dIaY9vY6Jrlrjg3dRn,https://api.spotify.com/v1/tracks/7mY1dIaY9vY6Jrlrjg3dRn,https://api.spotify.com/v1/audio-analysis/7mY1dIaY9vY6Jrlrjg3dRn,186507,4,No,5
Un año de amor,Luz Casal,1991,1991,90,7EANhLnU0DW0SZf8e4dPDm,0.385,0.32,9,-6.203,0,0.0298,0.394,2.7e-05,0.0916,0.452,189.148,audio_features,spotify:track:7EANhLnU0DW0SZf8e4dPDm,https://api.spotify.com/v1/tracks/7EANhLnU0DW0SZf8e4dPDm,https://api.spotify.com/v1/audio-analysis/7EANhLnU0DW0SZf8e4dPDm,201387,3,No,0
Baloncesto,La Prohibida,2015-06-09,2015,10,0hH5Eo74vpejE5B3JnRSye,0.633,0.835,10,-4.933,1,0.0521,0.222,0.0,0.0649,0.904,202.848,audio_features,spotify:track:0hH5Eo74vpejE5B3JnRSye,https://api.spotify.com/v1/tracks/0hH5Eo74vpejE5B3JnRSye,https://api.spotify.com/v1/audio-analysis/0hH5Eo74vpejE5B3JnRSye,158848,3,No,3
Arrasando,Thalía,2000-01-01,2000,00,1EhDeCHd34jt7dMDqkGQBC,0.726,0.984,2,-5.949,1,0.0564,0.0515,0.0113,0.663,0.912,131.934,audio_features,spotify:track:1EhDeCHd34jt7dMDqkGQBC,https://api.spotify.com/v1/tracks/1EhDeCHd34jt7dMDqkGQBC,https://api.spotify.com/v1/audio-analysis/1EhDeCHd34jt7dMDqkGQBC,239733,4,No,1
Se nos rompió el amor,Rocío Jurado,1998,1998,90,5V8MiatwmSYw80Teq4d3li,0.302,0.461,4,-10.694,0,0.0374,0.3,0.0,0.157,0.242,176.166,audio_features,spotify:track:5V8MiatwmSYw80Teq4d3li,https://api.spotify.com/v1/tracks/5V8MiatwmSYw80Teq4d3li,https://api.spotify.com/v1/audio-analysis/5V8MiatwmSYw80Teq4d3li,271693,3,No,0
Qué dolor,Raffaella Carrà,1982,1982,80,01GkZgsAJH7vYvkI0a7nC5,0.72,0.951,0,-6.545,1,0.0637,0.627,0.0,0.263,0.968,157.468,audio_features,spotify:track:01GkZgsAJH7vYvkI0a7nC5,https://api.spotify.com/v1/tracks/01GkZgsAJH7vYvkI0a7nC5,https://api.spotify.com/v1/audio-analysis/01GkZgsAJH7vYvkI0a7nC5,206800,4,No,10
Fuego,Eleni Foureira,2018-05-19,2018,10,4TwWOcvjY1qt3QJvtveAGm,0.586,0.739,11,-4.584,0,0.105,0.0558,0.0,0.579,0.522,101.033,audio_features,spotify:track:4TwWOcvjY1qt3QJvtveAGm,https://api.spotify.com/v1/tracks/4TwWOcvjY1qt3QJvtveAGm,https://api.spotify.com/v1/audio-analysis/4TwWOcvjY1qt3QJvtveAGm,183397,4,No,1
El Anillo,Jennifer Lopez,2018-04-26,2018,10,2SpfMQ5TuKsMj1trNwrLVA,0.87,0.691,2,-4.11,0,0.18,0.0248,0.0,0.0861,0.469,130.056,audio_features,spotify:track:2SpfMQ5TuKsMj1trNwrLVA,https://api.spotify.com/v1/tracks/2SpfMQ5TuKsMj1trNwrLVA,https://api.spotify.com/v1/audio-analysis/2SpfMQ5TuKsMj1trNwrLVA,176816,4,No,2
Occhi di gatto,Cristina D'Avena,2003-01-01,2003,00,3zNSti1KhGpc41OkIgaoAU,0.564,0.932,2,-3.113,1,0.0441,0.0388,0.203,0.111,0.961,150.681,audio_features,spotify:track:3zNSti1KhGpc41OkIgaoAU,https://api.spotify.com/v1/tracks/3zNSti1KhGpc41OkIgaoAU,https://api.spotify.com/v1/audio-analysis/3zNSti1KhGpc41OkIgaoAU,202347,4,No,5
Comprami,Viola Valentino,2005-11-28,2005,00,7K7iBR3rCpmBn4TFmhjnQ9,0.784,0.863,10,-8.433,1,0.065,0.375,0.0401,0.0938,0.841,130.275,audio_features,spotify:track:7K7iBR3rCpmBn4TFmhjnQ9,https://api.spotify.com/v1/tracks/7K7iBR3rCpmBn4TFmhjnQ9,https://api.spotify.com/v1/audio-analysis/7K7iBR3rCpmBn4TFmhjnQ9,237560,4,No,5
Fiesta (Spanish version),Raffaella Carrà,2022-03-11,2022,20,1pYCSG5fIUBiiJ1KAfvih2,0.743,0.835,11,-6.545,1,0.0773,0.142,0.0,0.102,0.838,113.314,audio_features,spotify:track:1pYCSG5fIUBiiJ1KAfvih2,https://api.spotify.com/v1/tracks/1pYCSG5fIUBiiJ1KAfvih2,https://api.spotify.com/v1/audio-analysis/1pYCSG5fIUBiiJ1KAfvih2,201027,4,No,5
Kobra,Donatella Rettore,1980-02-13,1980,80,5qBfIRuFjlOVoK19IQqS9O,0.523,0.381,7,-10.98,1,0.177,0.000394,0.928,0.255,0.474,133.765,audio_features,spotify:track:5qBfIRuFjlOVoK19IQqS9O,https://api.spotify.com/v1/tracks/5qBfIRuFjlOVoK19IQqS9O,https://api.spotify.com/v1/audio-analysis/5qBfIRuFjlOVoK19IQqS9O,78158,5,No,8
Champion,RuPaul,2009-04-07,2009,00,2s42bLtj1KAAqFXqPHKr8t,0.842,0.855,1,-6.044,0,0.112,0.0659,6.58e-05,0.087,0.773,125.027,audio_features,spotify:track:2s42bLtj1KAAqFXqPHKr8t,https://api.spotify.com/v1/tracks/2s42bLtj1KAAqFXqPHKr8t,https://api.spotify.com/v1/audio-analysis/2s42bLtj1KAAqFXqPHKr8t,216640,4,No,5
Cicale,Heather Parisi,1991-10-18,1991,90,4CHAhKuLbECQ27HgaGEEic,0.548,0.261,5,-13.917,1,0.0381,0.829,0.84,0.0791,0.193,141.017,audio_features,spotify:track:4CHAhKuLbECQ27HgaGEEic,https://api.spotify.com/v1/tracks/4CHAhKuLbECQ27HgaGEEic,https://api.spotify.com/v1/audio-analysis/4CHAhKuLbECQ27HgaGEEic,135319,3,No,8
Non sono una signora,Loredana Bertè,1982-09-20,1982,80,1zj7vlb9EFZ8NqbSHofkGT,0.744,0.737,2,-8.587,1,0.0347,0.0874,2.65e-06,0.742,0.585,128.357,audio_features,spotify:track:1zj7vlb9EFZ8NqbSHofkGT,https://api.spotify.com/v1/tracks/1zj7vlb9EFZ8NqbSHofkGT,https://api.spotify.com/v1/audio-analysis/1zj7vlb9EFZ8NqbSHofkGT,209467,4,No,10
There's No Business Like Show Business,Ethel Merman,1946-01-01,1946,40,5heiTautAti5rDVU1OhneA,0.668,0.291,1,-11.906,1,0.0718,0.968,0.0,0.187,0.685,135.245,audio_features,spotify:track:5heiTautAti5rDVU1OhneA,https://api.spotify.com/v1/tracks/5heiTautAti5rDVU1OhneA,https://api.spotify.com/v1/audio-analysis/5heiTautAti5rDVU1OhneA,191293,4,No,0
Don't Cha,The Pussycat Dolls ft. Busta Rhymes,2005-01-01,2005,00,1gZ7i4qxXkHZb1r6eioaAP,0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,audio_features,spotify:track:1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/tracks/1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/audio-analysis/1gZ7i4qxXkHZb1r6eioaAP,272080,4,No,5
Dancing on My Own,Robyn,2010-01-01,2010,10,7g13jf3zqlP5S68Voo5v9m,0.573,0.926,6,-6.045,1,0.0342,0.00202,0.0117,0.127,0.219,117.047,audio_features,spotify:track:7g13jf3zqlP5S68Voo5v9m,https://api.spotify.com/v1/tracks/7g13jf3zqlP5S68Voo5v9m,https://api.spotify.com/v1/audio-analysis/7g13jf3zqlP5S68Voo5v9m,278080,4,No,9
Shake It Off,Taylor Swift,2014-10-27,2014,10,5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,audio_features,spotify:track:5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,219200,4,No,3
Le Freak,Chic,1978-08-11,1978,70,7Kszjzps0xbQXyo1pO4KfE,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,audio_features,spotify:track:7Kszjzps0xbQXyo1pO4KfE,https://api.spotify.com/v1/tracks/7Kszjzps0xbQXyo1pO4KfE,https://api.spotify.com/v1/audio-analysis/7Kszjzps0xbQXyo1pO4KfE,331360,4,No,4
Tell It to My Heart,Taylor Dayne,1988-01-19,1988,80,3YVPpVJvJG2EauXurPA90F,0.638,0.988,1,-5.042,1,0.0921,0.0302,1.16e-05,0.371,0.723,117.955,audio_features,spotify:track:3YVPpVJvJG2EauXurPA90F,https://api.spotify.com/v1/tracks/3YVPpVJvJG2EauXurPA90F,https://api.spotify.com/v1/audio-analysis/3YVPpVJvJG2EauXurPA90F,220880,4,No,10
